EmployeeID,FirstName,LastName,FullName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating
E003937,Jennifer,Spencer,Jennifer Spencer,8/9/2022,31/05/2000,24,Obrienmouth,13/04/2025,194000,M0108,Finance,Resigned,Female,Executive,2
E003938,Samantha,King,Samantha King,23/07/2022,3/3/2004,20,Wattsburgh,12/6/2025,190601,M0047,Engineering,Terminated,Male,Manager,2
E003939,Steven,Maddox,Steven Maddox,2/11/2022,13/03/1967,57,Davidsonstad,24/04/2025,147117,M0051,Marketing,Terminated,Female,Consultant,3
E003940,Megan,Henry,Megan Henry,22/05/2021,8/7/1975,49,New Michael,19/01/2024,52593,M0090,IT,Relocation,Other,Manager,2
E003941,Alicia,Nelson,Alicia Nelson,26/05/2021,27/02/1981,43,Mitchellfurt,9/1/2024,48199,M0042,Engineering,Health Issues,Male,Consultant,2
E003942,Gregory,Gallegos,Gregory Gallegos,7/5/2021,25/11/1970,54,South Johnport,25/07/2023,112950,M0115,Finance,Resigned,Female,Analyst,1
E005282,Chad,Lopez,Chad Lopez,9/7/2024,18/01/2004,20,South Cindyberg,18/05/2025,175858,M0091,Operations,Retired,Other,Analyst,1
E003944,Jon,Barajas,Jon Barajas,14/01/2024,10/2/1970,,Amandastad,16/09/2024,68480,M0036,,Retired,Male,Executive,2
E003945,Sharon,Rodriguez,Sharon Rodriguez,6/12/2024,29/10/1999,25,Newtonmouth,29/10/2025,140884,M0016,HR,Relocation,Male,Executive,5
E003946,Patty,Jacobson,Patty Jacobson,12/11/2023,19/03/1974,50,Oconnellland,19/01/2025,76474,M0063,IT,Better Opportunity,Male,Analyst,3
E003947,Lori,Murphy,Lori Murphy,17/03/2023,22/10/1975,49,North James,9/8/2023,109000,M0060,Operations,Terminated,Other,Engineer,3
E003948,Tiffany,Olson,Tiffany Olson,27/08/2024,20/03/1966,58,Port Nicole,18/09/2025,88810,M0068,Sales,Better Opportunity,Female,Consultant,2
E003949,Brandy,Nelson,Brandy Nelson,18/01/2023,21/06/1975,49,East Devon,19/06/2025,120693,M0025,IT,Terminated,Other,Engineer,5
E003950,Amber,White,Amber White,20/01/2023,16/01/1967,58,Port Danieltown,14/12/2024,,M0005,Sales,Retired,Female,Consultant,1
E003951,Jason,Dalton,Jason Dalton,26/04/2022,23/02/1975,49,East Antonio,2/7/2022,120463,M0108,IT,Resigned,Male,Executive,4
E000878,Penny,Williams,Penny Williams,21/01/2021,28/02/2002,22,South Dennisstad,5/5/2021,36017,M0036,Sales,Better Opportunity,Female,Manager,3
E003953,Jennifer,Miller,Jennifer Miller,15/09/2022,1/7/1969,55,New Nicholas,8/7/2023,159860,M0024,It,Health Issues,Female,Consultant,5
E003954,Christopher,Henderson,Christopher Henderson,15/04/2021,9/6/1980,44,New Marisashire,4/5/2021,56047,M0078,Operations,Resigned,Female,Executive,4
E003955,Johnny,Crawford,Johnny Crawford,25/05/2022,17/09/1986,38,Port Karenside,7/1/2025,33161,M0091,HR,Terminated,Other,Manager,5
E003956,Michael,Carlson,Michael Carlson,30/07/2022,26/03/1990,34,Porterborough,27/12/2023,,M0005,Operations,Retired,Female,Engineer,3
E003957,Larry,Keith,Larry Keith,1/2/2023,13/12/1981,43,Lake Crystalbury,28/12/2024,77288,M0119,HR,Terminated,Female,Executive,3
E003958,Ryan,Mora,Ryan Mora,11/9/2021,8/12/2000,24,Port Katherineshire,28/10/2023,55607,M0080,engineering,Terminated,Female,Analyst,4
E003959,Cynthia,Flores,Cynthia Flores,25/07/2021,22/06/2001,23,North Jameschester,17/12/2021,189829,M0114,Marketing,Relocation,Other,Manager,3
E003960,Beth,Johnson,Beth Johnson,22/04/2023,28/09/1986,38,New Brittany,27/08/2023,182748,M0099,IT,Resigned,Male,Consultant,4
E003961,James,Noble,James Noble,11/11/2022,3/10/1967,57,Marvintown,16/01/2023,33038,M0009,Finance,Better Opportunity,Male,Executive,2
E003962,Brendan,Hobbs,Brendan Hobbs,24/03/2023,14/11/1965,59,Tuckerview,30/01/2024,50624,M0082,Operations,Health Issues,Other,Consultant,5
E003963,Hannah,Castro,Hannah Castro,8/7/2024,10/8/1981,43,Floresmouth,30/06/2025,88248,M0043,IT,Retired,Female,Executive,1
E003964,Lisa,Hammond,Lisa Hammond,13/05/2024,30/07/1992,32,North Kathryn,25/10/2024,100367,M0097,Operations,Retired,Female,Executive,1
E003965,Natalie,Wall,Natalie Wall,13/03/2023,4/4/1982,42,Caldwellberg,4/2/2024,43525,M0005,Finance,Better Opportunity,Female,Consultant,3
E003966,Deborah,Carpenter,Deborah Carpenter,27/03/2023,3/5/1973,51,Seanburgh,25/06/2023,,M0040,Sales,Health Issues,Female,Analyst,5
E003967,Robert,Hull,Robert Hull,25/05/2021,6/2/1985,39,Braunmouth,27/09/2023,90373,M0098,Marketing,Resigned,Female,Consultant,5
E003968,Russell,Franco,Russell Franco,14/02/2024,25/04/1974,50,Lake Ashleyfort,9/5/2025,43327,M0073,Marketing,Resigned,Female,Consultant,1
E003969,Tommy,Kramer,Tommy Kramer,18/05/2024,10/11/1991,33,Davisburgh,6/7/2024,138435,M0066,Engineering,Relocation,Other,Engineer,5
E003970,Rick,Wright,Rick Wright,18/11/2023,24/11/2002,22,Taylorfurt,20/10/2025,86000,M0001,Operations,Resigned,Other,Consultant,2
E003971,Daniel,Martinez,Daniel Martinez,9/2/2021,27/04/1968,56,Michaelberg,31/08/2021,71658,M0059,HR,Retired,Other,Consultant,3
E003972,Christopher,Carter,Christopher Carter,7/9/2021,6/11/1970,54,Melissaside,19/08/2024,67923,M0104,,Better Opportunity,Other,Analyst,4
E003973,Juan,Johnson,Juan Johnson,17/08/2023,5/6/1972,52,Barbarabury,10/2/2025,78749,,Finance,Retired,Female,Analyst,1
E003974,Michael,Briggs,Michael Briggs,28/05/2023,16/09/1965,59,Jamesberg,15/02/2025,108051,M0014,Sales,Resigned,Other,Manager,5
E003975,Bryan,Hall,Bryan Hall,21/09/2023,7/3/1977,47,Port Kyle,10/4/2024,160729,M0102,Operations,Better Opportunity,Female,Engineer,5
E003976,Savannah,Kirby,Savannah Kirby,25/12/2023,19/05/1982,,Katherinemouth,30/05/2024,64230,M0066,Finance,Resigned,Male,Manager,2
E003977,Summer,Washington,Summer Washington,27/02/2022,19/08/1969,55,New Mary,31/08/2022,33171,M0001,Engineering,Health Issues,Male,Consultant,1
E003978,Cynthia,Sutton,Cynthia Sutton,27/05/2024,20/07/1981,43,South Tiffany,26/07/2025,34972,M0059,Marketing,Terminated,Male,Executive,4
E003979,Ashley,Campbell,Ashley Campbell,20/04/2023,19/08/1990,34,New Erin,20/04/2024,147811,M0089,Sales,Relocation,Female,Engineer,2
E002880,Carlos,Weaver,Carlos Weaver,6/11/2022,27/10/1978,46,North Karenberg,28/03/2024,133173,M0011,IT,Relocation,Female,Manager,1
E003981,Mitchell,Howe,Mitchell Howe,11/7/2024,9/8/1971,53,Lake Jonathanchester,6/8/2024,106000,M0003,Operations,Better Opportunity,Other,Engineer,1
E003982,Monique,Clark,Monique Clark,26/05/2022,10/9/1999,,North Derrickland,2/3/2025,63139,M0107,Engineering,Retired,Female,Manager,4
E003983,Amber,Lee,Amber Lee,21/12/2021,13/06/2000,,Aprilfurt,22/11/2025,103740,M0098,Engineering,Terminated,Other,Consultant,2
E003984,Melanie,King,Melanie King,19/02/2022,18/06/1970,54,East Jack,11/2/2024,145127,M0106,Finance,Relocation,Female,Analyst,3
E003985,Pamela,Thornton,Pamela Thornton,22/10/2023,24/10/1970,54,North Laurenville,5/11/2024,138096,M0029,IT,Resigned,Other,Executive,4
E002170,Christopher,Jackson,Christopher Jackson,24/10/2021,23/12/1995,,Jasonview,13/08/2023,99926,M0085,,Retired,Other,Analyst,1
E003987,Joseph,Anderson,Joseph Anderson,3/7/2022,3/5/1999,25,New Christopher,16/01/2024,146774,M0012,IT,Retired,Male,Consultant,1
E003988,Robin,Knight,Robin Knight,10/5/2021,8/9/1998,26,Loriberg,20/06/2024,94203,,,Retired,Male,Executive,5
E003989,Joseph,Graham,Joseph Graham,12/4/2021,12/10/1966,58,North Elizabethtown,1/3/2024,32778,M0068,Operations,Resigned,Female,Executive,3
E003990,Rhonda,Rowe,Rhonda Rowe,1/6/2022,10/9/1996,28,Mooreport,17/10/2025,168000,M0023,OPERATIONS,Resigned,Other,Manager,2
E002855,Katherine,Martin,Katherine Martin,12/5/2023,22/11/1981,43,Nelsonmouth,6/11/2025,85198,M0056,Marketing,Terminated,Female,Consultant,1
E003992,Jeremiah,Lee,Jeremiah Lee,8/11/2022,25/06/1988,36,Johnsonside,4/4/2023,183709,M0008,Operations,Resigned,Male,Analyst,2
E003993,Angel,Hughes,Angel Hughes,7/2/2024,13/03/1980,44,North Jessetown,9/5/2025,61895,,Marketing,Retired,Male,Engineer,4
E003994,Robert,Gonzalez,Robert Gonzalez,2/1/2021,15/08/2003,21,South Abigail,28/01/2024,31357,M0027,Engineering,Health Issues,Male,Executive,5
E003995,Brandi,Smith,Brandi Smith,7/11/2021,17/07/1977,47,Schroederland,26/06/2023,129861,M0089,IT,Resigned,Other,Consultant,2
E003996,Paul,Stewart,Paul Stewart,12/10/2024,3/12/1996,28,North Andrew,2/10/2025,,M0032,Sales,Terminated,Female,Analyst,3
E003997,Laura,Morse,Laura Morse,10/6/2024,10/6/1987,37,Sandraville,2/8/2024,197149,M0001,Marketing,Better Opportunity,Female,Engineer,4
E003998,Leslie,Lee,Leslie Lee,22/02/2021,21/07/1969,,Reidbury,24/04/2022,78621,M0053,Marketing,Relocation,Female,Executive,3
E003999,Shelly,Cox,Shelly Cox,17/03/2021,23/06/1983,41,New Paul,20/05/2024,103198,M0032,Operations,Relocation,Other,Executive,3
E004000,Raymond,Taylor,Raymond Taylor,27/05/2021,22/11/1978,46,West Robert,7/9/2023,198630,M0079,Marketing,Health Issues,Male,Manager,4
E004001,Robert,Miller,Robert Miller,13/02/2023,4/6/1985,39,Brianshire,17/02/2024,,M0024,Engineering,Better Opportunity,Female,Executive,2
E004002,Dennis,Smith,Dennis Smith,22/12/2022,7/5/1992,32,Michaelstad,3/4/2025,132304,M0084,Sales,Health Issues,Female,Engineer,5
E004003,Gregory,Cook,Gregory Cook,12/4/2023,12/7/1994,30,New Kristenburgh,30/05/2025,69121,M0050,Finance,Relocation,Male,Executive,2
E004779,John,Richardson,John Richardson,10/1/2022,17/06/1988,36,East Taylor,9/5/2024,103442,M0013,,Retired,Female,Executive,3
E004005,Sean,Burgess,Sean Burgess,14/06/2023,21/05/1997,27,Phillipstown,9/10/2023,183414,M0008,Operations,Relocation,Male,Consultant,4
E004006,Christopher,Taylor,Christopher Taylor,27/03/2023,2/12/1996,,West Patriciaport,16/11/2025,140000,M0044,IT,Terminated,Male,Analyst,5
E004007,Kevin,Carpenter,Kevin Carpenter,10/10/2021,14/02/1983,41,Christopherton,8/1/2025,180473,M0019,Operations,Health Issues,Female,Executive,4
E004008,Stephen,Knight,Stephen Knight,19/07/2021,18/12/1993,31,Marshallview,11/2/2025,,M0005,Marketing,Terminated,Male,Analyst,1
E004009,Barbara,Taylor,Barbara Taylor,5/12/2022,19/12/1985,39,North Tinaland,19/01/2023,53686,M0119,IT,Retired,Other,Consultant,3
E004010,Logan,Wilson,Logan Wilson,14/02/2024,3/4/1971,53,Meganbury,5/7/2025,54000,M0075,IT,Better Opportunity,Male,Analyst,3
E004011,Victoria,Torres,Victoria Torres,14/09/2023,20/06/2000,24,Tylerchester,15/09/2024,97506,M0088,Sales,Retired,Other,Manager,2
E004012,Jamie,Wilson,Jamie Wilson,15/02/2022,11/2/1990,34,Alejandrofort,26/02/2025,180119,M0058,Marketing,Retired,Female,Executive,3
E004013,Alexander,Rich,Alexander Rich,2/4/2023,5/11/1976,48,New Heather,24/04/2024,45247,M0035,IT,Resigned,Male,Consultant,4
E004014,Victoria,Simmons,Victoria Simmons,16/12/2022,31/05/1985,39,Moorestad,17/04/2024,116953,,Engineering,Retired,Female,Executive,3
E004015,Andrew,Jackson,Andrew Jackson,19/05/2021,6/5/1989,35,West Kelly,14/12/2021,73661,M0115,IT,Relocation,Female,Analyst,2
E004016,Mark,Marquez,Mark Marquez,1/5/2022,3/11/1973,51,Connorview,20/10/2024,116765,M0108,IT,Health Issues,Other,Manager,2
E004017,Jimmy,Floyd,Jimmy Floyd,15/07/2022,27/10/1997,27,Masonbury,5/6/2024,153072,M0005,Marketing,Retired,Other,Engineer,3
E004565,Eric,Gillespie,Eric Gillespie,21/10/2022,23/05/1972,52,Port Emily,17/02/2023,186357,M0002,IT,Health Issues,Female,Manager,1
E004019,Rachel,Lewis,Rachel Lewis,15/08/2024,8/3/1978,46,Jeremyton,15/09/2025,177595,M0062,Engineering,Better Opportunity,Female,Analyst,1
E004020,Lynn,Neal,Lynn Neal,14/09/2022,2/4/1972,52,Pamelaview,5/10/2024,120389,M0091,engineering,Better Opportunity,Other,Executive,3
E004021,Regina,Bender,Regina Bender,17/08/2023,30/04/1987,37,Lake Warrenburgh,7/10/2024,198236,M0102,HR,Retired,Other,Engineer,2
E004022,Amber,Taylor,Amber Taylor,30/11/2021,5/11/2002,,Lake Charles,31/03/2023,136924,M0068,HR,Better Opportunity,Other,Consultant,1
E004023,Lori,Miller,Lori Miller,29/04/2024,25/04/1970,54,Port Jeffrey,3/11/2025,75623,M0047,Operations,Health Issues,Male,Executive,4
E004024,Karen,Lynch,Karen Lynch,21/05/2021,14/06/1971,,Browntown,7/8/2023,114842,M0101,engineering,Relocation,Male,Consultant,3
E004025,Jennifer,Palmer,Jennifer Palmer,27/06/2021,29/05/1984,40,Port Amanda,14/06/2023,58926,M0070,Engineering,Better Opportunity,Female,Manager,3
E000242,Sandra,Jackson,Sandra Jackson,4/5/2021,3/10/1981,43,East Valerie,8/11/2021,136274,M0070,Operations,Resigned,Male,Engineer,3
E004027,Sarah,Potter,Sarah Potter,2/10/2022,9/11/1992,32,Lucasland,11/2/2024,145948,M0044,Engineering,Retired,Female,Consultant,4
E004028,Joseph,Richardson,Joseph Richardson,17/06/2024,11/10/1981,43,Melissaview,23/12/2024,69101,M0119,,Health Issues,Male,Consultant,5
E004029,Dennis,Rogers,Dennis Rogers,22/09/2024,15/11/1988,36,North David,29/01/2025,,M0001,,Resigned,Female,Engineer,2
E004030,Lisa,Williams,Lisa Williams,16/08/2023,4/1/1992,33,West Amanda,20/09/2025,123570,M0010,Sales,Resigned,Female,Engineer,3
E004031,Christopher,Campbell,Christopher Campbell,17/12/2023,20/08/1996,28,Port Matthewview,5/2/2025,199663,M0104,HR,Better Opportunity,Female,Consultant,4
E004032,Jeremy,Rivera,Jeremy Rivera,29/11/2022,19/07/1977,47,New Shannon,5/4/2024,50693,M0042,Sales,Terminated,Female,Consultant,1
E004033,Bradley,Edwards,Bradley Edwards,26/09/2023,30/10/1992,32,Cameronberg,4/12/2023,97049,M0060,Finance,Terminated,Other,Manager,2
E004034,Michelle,Rivera,Michelle Rivera,31/08/2022,12/9/1972,52,Whiteville,4/2/2023,149466,M0091,IT,Retired,Male,Engineer,1
E004035,Lisa,Mcdonald,Lisa Mcdonald,7/8/2022,22/05/1990,34,Matthewfort,5/11/2025,174000,M0059,Finance,Terminated,Male,Executive,3
E004036,Daniel,Figueroa,Daniel Figueroa,12/12/2021,26/04/1976,48,South Jamestown,14/05/2024,150696,M0114,IT,Terminated,Male,Executive,5
E004037,Christopher,Butler,Christopher Butler,5/6/2023,19/01/1967,57,Port Alanton,17/07/2025,193142,M0082,IT,Health Issues,Female,Engineer,4
E004038,Christine,Dennis,Christine Dennis,5/4/2022,27/01/1976,48,Port Stephanie,26/01/2025,130892,M0093,Sales,Retired,Other,Manager,5
E004039,Rachel,Jackson,Rachel Jackson,20/10/2024,18/05/2000,24,Hamptonmouth,22/09/2025,191484,M0076,Operations,Retired,Male,Manager,5
E004040,Robert,Stout,Robert Stout,9/3/2021,17/10/1974,50,Lake Sarah,29/03/2023,51714,M0067,Engineering,Health Issues,Female,Analyst,1
E004041,Ethan,Wright,Ethan Wright,14/04/2023,10/4/1971,53,North Austin,8/6/2024,51738,M0103,Operations,Better Opportunity,Other,Analyst,1
E004042,Michele,Diaz,Michele Diaz,23/04/2021,13/07/1981,43,East Ronaldport,27/05/2025,78078,M0071,HR,Resigned,Female,Executive,5
E004043,Elizabeth,Murphy,Elizabeth Murphy,10/9/2023,28/11/1990,34,New Richard,14/12/2024,103105,M0004,IT,Better Opportunity,Female,Engineer,1
E004044,John,Rivas,John Rivas,8/3/2021,23/12/1992,32,New Amy,4/4/2022,104533,M0034,Marketing,Relocation,Other,Manager,5
E004045,Teresa,Barajas,Teresa Barajas,17/01/2021,21/04/1989,35,Chloeberg,7/10/2025,81000,M0100,Sales,Terminated,Other,Analyst,3
E004046,Clifford,Newman,Clifford Newman,22/06/2024,9/1/1988,37,North Manuelfurt,29/01/2025,57607,M0014,Operations,Health Issues,Male,Engineer,3
E004047,Meagan,Montoya,Meagan Montoya,5/4/2024,16/10/1975,49,Montgomeryport,30/03/2025,199281,M0023,Finance,Health Issues,Other,Manager,4
E004048,Tabitha,Rodgers,Tabitha Rodgers,26/01/2022,13/11/2002,22,Anthonyberg,19/10/2022,141666,M0050,IT,Retired,Male,Consultant,5
E004049,John,Diaz,John Diaz,4/1/2022,26/02/2000,24,Millershire,1/12/2022,161765,M0119,Sales,Resigned,Female,Consultant,4
E004050,Rachael,Smith,Rachael Smith,6/3/2024,29/06/1976,,Carriestad,18/07/2024,163447,M0026,HR,Health Issues,Female,Executive,4
E004051,Jerry,Cannon,Jerry Cannon,22/01/2022,29/06/1996,28,Jackborough,12/9/2025,71629,M0090,Sales,Retired,Male,Engineer,3
E004052,April,Rhodes,April Rhodes,7/10/2023,19/07/2000,24,East Kathleenhaven,5/1/2024,144831,M0039,Sales,Health Issues,Male,Consultant,5
E004053,Krista,Alvarez,Krista Alvarez,29/10/2024,12/8/1984,40,Lake Wayne,10/11/2025,165705,M0056,,Relocation,Female,Engineer,3
E004054,Melissa,Tanner,Melissa Tanner,27/01/2022,13/11/1992,32,West Sarah,7/6/2023,185846,M0083,HR,Resigned,Female,Engineer,4
E004055,Jeremy,Freeman,Jeremy Freeman,18/10/2021,19/04/1970,54,New Beth,15/02/2024,150074,M0061,Finance,Better Opportunity,Male,Engineer,1
E004056,Kelly,Bullock,Kelly Bullock,1/6/2023,28/10/1990,34,Jamesville,7/4/2024,59048,M0004,Engineering,Better Opportunity,Male,Manager,1
E004057,Amy,Johnson,Amy Johnson,16/03/2023,5/1/2002,23,Phammouth,24/11/2024,,M0106,HR,Health Issues,Male,Engineer,1
E004058,Andrew,White,Andrew White,11/5/2024,1/6/1986,38,Lake Tristanmouth,26/11/2024,62749,M0001,Marketing,Relocation,Other,Consultant,3
E004059,Sara,Townsend,Sara Townsend,22/05/2024,19/12/1973,51,West Andreaberg,7/3/2025,132913,M0104,Marketing,Terminated,Female,Manager,1
E004060,Paul,Nguyen,Paul Nguyen,21/09/2022,13/08/1985,39,Lake Ryanshire,21/02/2024,182274,M0066,HR,Better Opportunity,Female,Manager,5
E004061,Rachel,Hood,Rachel Hood,5/9/2022,4/4/1979,45,Robertsshire,10/11/2023,181707,M0101,HR,Better Opportunity,Other,Analyst,2
E004062,Timothy,Montgomery,Timothy Montgomery,7/11/2023,3/5/1973,51,North Coreyton,8/4/2024,157965,M0028,IT,Relocation,Male,Analyst,4
E004063,Darin,Zimmerman,Darin Zimmerman,3/7/2024,3/2/1979,45,New Amyfort,11/1/2025,73466,M0077,Sales,Resigned,Female,Executive,2
E004064,Kenneth,Villegas,Kenneth Villegas,17/02/2023,2/9/1996,28,Joannaberg,7/11/2023,91571,M0102,Marketing,Relocation,Male,Manager,5
E004065,Edwin,Brooks,Edwin Brooks,22/01/2024,16/07/1985,39,Lake Kaylafort,22/02/2024,196829,M0092,Finance,Better Opportunity,Male,Manager,5
E004066,Melissa,Smith,Melissa Smith,22/06/2022,5/2/1992,32,Angelaton,18/11/2022,53000,M0020,Finance,Terminated,Female,Consultant,1
E004067,Rachel,Reyes,Rachel Reyes,22/05/2023,19/06/1983,41,North Richardview,26/03/2025,140574,M0083,IT,Resigned,Other,Engineer,3
E004068,Sara,Henderson,Sara Henderson,13/05/2021,3/11/2003,21,Port Chelsea,29/11/2024,62140,M0002,Sales,Retired,Other,Engineer,2
E004069,Steven,King,Steven King,2/5/2024,11/8/1967,57,South Patrickfort,9/5/2025,132128,M0005,HR,Relocation,Male,Analyst,4
E004070,Jamie,Johnson,Jamie Johnson,22/12/2022,11/12/1972,52,Meganshire,1/4/2024,55063,M0049,Finance,Better Opportunity,Male,Analyst,2
E004071,Chelsea,Ramirez,Chelsea Ramirez,2/5/2021,15/05/1997,27,Caseytown,21/08/2023,185931,,Marketing,Terminated,Other,Consultant,4
E004072,Robert,Clements,Robert Clements,25/05/2024,24/12/1995,29,Anthonychester,26/05/2025,99251,M0065,Finance,Retired,Male,Engineer,5
E004073,Heidi,Diaz,Heidi Diaz,6/6/2024,20/07/1971,53,West Jessicaburgh,3/9/2024,76566,M0092,Engineering,Terminated,Other,Executive,4
E004074,Richard,Kelly,Richard Kelly,4/3/2024,5/2/2003,21,West Robert,11/6/2024,,M0070,Engineering,Retired,Other,Engineer,5
E004075,Johnny,Daniels,Johnny Daniels,11/8/2021,31/01/1977,47,Emilychester,12/2/2024,89000,M0117,HR,Retired,Female,Manager,5
E004076,Julie,Russell,Julie Russell,17/01/2021,22/09/1990,34,Williamsfort,11/11/2024,132173,M0058,HR,Resigned,Other,Analyst,5
E004077,Erica,Wright,Erica Wright,30/09/2023,18/03/1975,49,Wrightbury,10/5/2024,93965,M0016,,Resigned,Female,Analyst,1
E004078,Shelby,Moran,Shelby Moran,17/02/2021,10/7/1997,27,Anthonychester,28/09/2021,45491,M0098,Operations,Better Opportunity,Other,Consultant,2
E004079,Kirsten,Salazar,Kirsten Salazar,10/5/2022,1/1/1969,56,New Michelletown,18/08/2025,30039,M0080,IT,Resigned,Female,Manager,5
E004080,John,Luna,John Luna,8/12/2023,5/3/1994,,Mariamouth,16/07/2024,148976,,Marketing,Retired,Male,Consultant,2
E004081,Diane,Moran,Diane Moran,23/06/2022,26/01/1989,35,North Sandratown,29/03/2024,43445,M0080,Marketing,Resigned,Other,Consultant,2
E004082,Marisa,Roach,Marisa Roach,23/11/2021,9/9/1985,39,Meganmouth,8/3/2024,94172,M0068,HR,Better Opportunity,Other,Analyst,3
E004083,Susan,Nelson,Susan Nelson,23/12/2023,10/6/1984,,Kevinbury,16/05/2025,146464,M0027,Finance,Retired,Male,Engineer,4
E004454,Anita,Kirby,Anita Kirby,3/6/2023,25/08/1974,50,North Gregoryfort,1/5/2025,84640,M0096,HR,Better Opportunity,Male,Manager,3
E004085,Crystal,Davis,Crystal Davis,26/05/2024,17/06/1990,34,Jessicaland,14/08/2024,175803,M0031,Engineering,Resigned,Female,Engineer,2
E004086,Stephen,Lyons,Stephen Lyons,13/09/2024,11/12/1975,49,Lopezstad,5/10/2025,171079,,Operations,Health Issues,Male,Executive,4
E004087,Michael,Trujillo,Michael Trujillo,10/12/2021,25/12/1987,37,Mcdonaldburgh,15/08/2024,92520,M0116,HR,Retired,Female,Analyst,1
E004088,Carla,Hobbs,Carla Hobbs,1/10/2021,2/6/1972,52,Barronberg,13/04/2023,188966,M0098,HR,Better Opportunity,Male,Consultant,3
E004089,Nathan,Parker,Nathan Parker,2/5/2022,23/09/1971,,Adammouth,14/02/2023,66785,M0116,Engineering,Better Opportunity,Female,Executive,2
E004090,Alexa,Miller,Alexa Miller,16/10/2023,18/10/1976,48,Kristinamouth,6/9/2024,32658,M0031,IT,Health Issues,Male,Analyst,4
E002143,Patricia,Williams,Patricia Williams,22/04/2023,7/10/1974,50,Timothymouth,24/04/2025,164282,M0078,HR,Better Opportunity,Other,Analyst,4
E004092,Eddie,Hall,Eddie Hall,12/7/2023,11/1/1985,40,Turnerhaven,23/12/2024,185703,M0075,Operations,Relocation,Female,Analyst,5
E004093,Jessica,Gray,Jessica Gray,20/06/2021,2/9/1965,59,Hillview,1/12/2021,183713,M0010,Marketing,Relocation,Female,Engineer,5
E004094,Amy,Alvarado,Amy Alvarado,9/3/2024,4/1/1971,54,East Isaiahville,26/05/2025,116439,M0103,Marketing,Resigned,Female,Engineer,3
E004095,Kenneth,Allen,Kenneth Allen,2/6/2023,5/11/1975,49,Lake Faith,26/02/2024,,M0012,Finance,Relocation,Other,Executive,5
E004096,Cynthia,Foley,Cynthia Foley,21/06/2023,28/09/1985,39,East Karenfort,15/09/2025,91600,M0088,Operations,Retired,Male,Executive,2
E004097,Veronica,Blankenship,Veronica Blankenship,9/11/2022,3/1/1967,58,Lake Christopherton,27/10/2024,99028,M0044,Marketing,Terminated,Male,Consultant,4
E004098,Joel,Williams,Joel Williams,4/2/2022,26/02/1988,36,North Wyatthaven,28/02/2024,64097,M0059,,Terminated,Other,Engineer,4
E004099,Kevin,Perez,Kevin Perez,16/12/2022,26/07/1993,31,New Gregoryhaven,25/11/2023,51114,M0010,Operations,Health Issues,Female,Engineer,5
E004100,Scott,Moore,Scott Moore,23/01/2021,10/7/1994,30,New Heatherville,8/1/2022,128166,M0115,IT,Relocation,Other,Manager,2
E004101,Christine,Ramirez,Christine Ramirez,9/11/2021,6/4/1992,32,North Samantha,1/11/2025,195249,,Marketing,Better Opportunity,Female,Manager,5
E004102,Sarah,Thompson,Sarah Thompson,29/03/2024,10/7/1974,,Clarkville,6/12/2024,182778,M0086,Marketing,Better Opportunity,Female,Engineer,2
E004103,Elizabeth,Curry,Elizabeth Curry,18/07/2021,4/9/1991,33,Kleinfort,30/12/2023,76269,M0101,Operations,Better Opportunity,Male,Executive,1
E004104,Carolyn,Griffin,Carolyn Griffin,23/12/2023,31/03/1974,50,South Noah,25/06/2024,72000,M0017,Engineering,Health Issues,Other,Engineer,5
E004105,Leslie,Johnson,Leslie Johnson,1/7/2023,22/06/1969,55,Hodgesshire,10/9/2023,146750,M0080,HR,Health Issues,Male,Analyst,1
E004106,Reginald,Skinner,Reginald Skinner,1/9/2021,11/8/1975,,Simsport,6/3/2023,72708,M0042,,Retired,Other,Consultant,1
E004107,Michelle,Montoya,Michelle Montoya,1/10/2022,10/5/1976,48,Rhondaberg,25/06/2025,40313,M0013,IT,Terminated,Female,Consultant,4
E004108,Donald,Smith,Donald Smith,13/11/2023,27/01/1973,51,Marioberg,24/09/2024,54873,M0097,HR,Retired,Other,Manager,5
E004109,Jacqueline,Brewer,Jacqueline Brewer,15/09/2022,29/07/1993,31,Tylerchester,18/10/2023,109000,M0088,IT,Resigned,Female,Executive,5
E004110,Matthew,Williams,Matthew Williams,15/02/2023,30/03/1969,55,Lake Philip,8/9/2024,66084,M0067,Engineering,Health Issues,Male,Engineer,2
E004111,Jacqueline,Dickerson,Jacqueline Dickerson,12/5/2024,24/12/1969,55,Lake Tracy,13/10/2024,85916,M0086,Sales,Relocation,Female,Engineer,3
E004112,James,Davis,James Davis,2/5/2022,22/11/1971,53,Amandaview,1/5/2024,168579,M0025,Marketing,Retired,Other,Consultant,3
E004113,Debbie,Salazar,Debbie Salazar,24/02/2024,6/5/1981,,North Cathyton,4/6/2025,124295,M0033,Finance,Better Opportunity,Male,Analyst,1
E004114,Amy,Martinez,Amy Martinez,1/4/2022,5/7/1988,36,West Laura,9/7/2022,111066,M0092,Finance,Health Issues,Other,Engineer,4
E004115,Peter,Hoffman,Peter Hoffman,26/05/2023,14/01/1967,58,East Elizabethshire,11/5/2024,134071,M0002,Operations,Terminated,Male,Engineer,2
